transsactionID,ingredient,qty,orderID,timestamp
11,beanburgerPatty,4,13,2022-01-01 12:06:50
12,bottledWater,1,13,2022-01-01 12:06:50
0,iceCreamCup,1,14,2022-01-01 12:12:01
1,vanillaIceCream,2,14,2022-01-01 12:12:01
2,bun,2,14,2022-01-01 12:12:01
3,burgerPatty,4,14,2022-01-01 12:12:01
4,drinkCup,1,14,2022-01-01 12:12:01
5,potato,3,14,2022-01-01 12:12:01
6,bacon,2,14,2022-01-01 12:12:01
7,breadSlice,2,14,2022-01-01 12:12:01
8,americanCheese,1,14,2022-01-01 12:12:01
9,choppedOnion,1,14,2022-01-01 12:12:01
0,bun,3,15,2022-01-01 13:00:17
1,burgerPatty,4,15,2022-01-01 13:00:17
2,americanCheese,4,15,2022-01-01 13:00:17
3,bacon,4,15,2022-01-01 13:00:17
4,beanburgerPatty,1,15,2022-01-01 13:00:17
5,drinkCup,1,15,2022-01-01 13:00:17
6,potato,3,15,2022-01-01 13:00:17
7,chocolateChipCookie,2,15,2022-01-01 13:00:17
8,vanillaIceCream,1,15,2022-01-01 13:00:17
0,bun,2,16,2022-01-01 13:02:39
1,burgerPatty,2,16,2022-01-01 13:02:39
2,drinkCup,1,16,2022-01-01 13:02:39
3,potato,3,16,2022-01-01 13:02:39
4,shakeCup,1,16,2022-01-01 13:02:39
5,shakeLid,1,16,2022-01-01 13:02:39
6,oreoIceCream,2,16,2022-01-01 13:02:39
7,milk,1,16,2022-01-01 13:02:39
8,chocolateChipCookie,2,16,2022-01-01 13:02:39
9,vanillaIceCream,1,16,2022-01-01 13:02:39
0,bottledWater,2,17,2022-01-01 13:12:34
1,iceCreamCup,1,17,2022-01-01 13:12:34
2,oreoIceCream,2,17,2022-01-01 13:12:34
3,bun,5,17,2022-01-01 13:12:34
4,burgerPatty,3,17,2022-01-01 13:12:34
5,americanCheese,4,17,2022-01-01 13:12:34
6,beanBurgerPatty,1,17,2022-01-01 13:12:34
7,bacon,4,17,2022-01-01 13:12:34
8,drinkCup,3,17,2022-01-01 13:12:34
9,potato,9,17,2022-01-01 13:12:34
10,beanburgerPatty,1,17,2022-01-01 13:12:34
11,spicyChickenPatty,1,17,2022-01-01 13:12:34
0,bun,4,18,2022-01-01 13:32:42
1,burgerPatty,3,18,2022-01-01 13:32:42
2,americanCheese,3,18,2022-01-01 13:32:42
3,bacon,4,18,2022-01-01 13:32:42
4,subroll,1,18,2022-01-01 13:32:42
5,choppedChicken,1,18,2022-01-01 13:32:42
6,greenPepper,1,18,2022-01-01 13:32:42
7,redPepper,1,18,2022-01-01 13:32:42
8,choppedOnion,1,18,2022-01-01 13:32:42
9,provoloneCheese,1,18,2022-01-01 13:32:42
10,shakeCup,1,18,2022-01-01 13:32:42
11,shakeLid,1,18,2022-01-01 13:32:42
12,vanillaIceCream,3,18,2022-01-01 13:32:42
13,milk,1,18,2022-01-01 13:32:42
14,chocolateChipCookie,2,18,2022-01-01 13:32:42
15,drinkCup,2,18,2022-01-01 13:32:42
16,spicyChickenPatty,1,18,2022-01-01 13:32:42
17,potato,3,18,2022-01-01 13:32:42
0,bun,1,19,2022-01-01 13:34:18
1,beanburgerPatty,2,19,2022-01-01 13:34:18
2,americanCheese,2,19,2022-01-01 13:34:18
3,bacon,2,19,2022-01-01 13:34:18
0,bun,6,20,2022-01-01 13:45:43
1,beanburgerPatty,6,20,2022-01-01 13:45:43
2,americanCheese,3,20,2022-01-01 13:45:43
3,drinkCup,5,20,2022-01-01 13:45:43
4,potato,15,20,2022-01-01 13:45:43
5,iceCreamCup,2,20,2022-01-01 13:45:43
6,vanillaIceCream,3,20,2022-01-01 13:45:43
7,shakeCup,3,20,2022-01-01 13:45:43
8,shakeLid,3,20,2022-01-01 13:45:43
9,chocolateIceCream,6,20,2022-01-01 13:45:43
10,milk,3,20,2022-01-01 13:45:43
11,bacon,6,20,2022-01-01 13:45:43
12,strawberryIceCream,2,20,2022-01-01 13:45:43
13,beanBurgerPatty,1,20,2022-01-01 13:45:43
14,chocolateChipCookie,2,20,2022-01-01 13:45:43
15,subroll,1,20,2022-01-01 13:45:43
16,choppedChicken,1,20,2022-01-01 13:45:43
17,greenPepper,1,20,2022-01-01 13:45:43
18,redPepper,1,20,2022-01-01 13:45:43
19,choppedOnion,1,20,2022-01-01 13:45:43
20,provoloneCheese,1,20,2022-01-01 13:45:43
21,salad,1,20,2022-01-01 13:45:43
0,subroll,2,21,2022-01-01 13:46:18
1,choppedChicken,2,21,2022-01-01 13:46:18
2,greenPepper,2,21,2022-01-01 13:46:18
3,redPepper,2,21,2022-01-01 13:46:18
4,choppedOnion,3,21,2022-01-01 13:46:18
5,provoloneCheese,2,21,2022-01-01 13:46:18
6,drinkCup,3,21,2022-01-01 13:46:18
7,potato,9,21,2022-01-01 13:46:18
8,breadSlice,2,21,2022-01-01 13:46:18
9,burgerPatty,2,21,2022-01-01 13:46:18
10,americanCheese,2,21,2022-01-01 13:46:18
11,bun,2,21,2022-01-01 13:46:18
12,bacon,4,21,2022-01-01 13:46:18
13,iceCreamCup,1,21,2022-01-01 13:46:18
14,oreoIceCream,2,21,2022-01-01 13:46:18
15,beanBurgerPatty,1,21,2022-01-01 13:46:18
0,breadSlice,4,22,2022-01-01 14:06:24
1,burgerPatty,3,22,2022-01-01 14:06:24
2,americanCheese,4,22,2022-01-01 14:06:24
3,choppedOnion,2,22,2022-01-01 14:06:24
4,bun,3,22,2022-01-01 14:06:24
5,chickenPatty,1,22,2022-01-01 14:06:24
6,avocado,1,22,2022-01-01 14:06:24
7,bacon,2,22,2022-01-01 14:06:24
8,chocolateChipCookie,2,22,2022-01-01 14:06:24
9,vanillaIceCream,2,22,2022-01-01 14:06:24
10,shakeCup,2,22,2022-01-01 14:06:24
11,shakeLid,2,22,2022-01-01 14:06:24
12,chocolateIceCream,2,22,2022-01-01 14:06:24
13,milk,1,22,2022-01-01 14:06:24
14,drinkCup,2,22,2022-01-01 14:06:24
15,potato,6,22,2022-01-01 14:06:24
16,rootBeer,1,22,2022-01-01 14:06:24
17,spicyChickenPatty,1,22,2022-01-01 14:06:24
0,shakeCup,1,23,2022-01-01 14:44:01
1,shakeLid,1,23,2022-01-01 14:44:01
2,vanillaIceCream,2,23,2022-01-01 14:44:01
3,milk,1,23,2022-01-01 14:44:01
4,bun,6,23,2022-01-01 14:44:01
5,beanburgerPatty,3,23,2022-01-01 14:44:01
6,americanCheese,9,23,2022-01-01 14:44:01
7,drinkCup,4,23,2022-01-01 14:44:01
8,potato,15,23,2022-01-01 14:44:01
9,iceCreamCup,1,23,2022-01-01 14:44:01
10,chocolateIceCream,2,23,2022-01-01 14:44:01
11,breadSlice,4,23,2022-01-01 14:44:01
12,burgerPatty,7,23,2022-01-01 14:44:01
13,choppedOnion,2,23,2022-01-01 14:44:01
14,chickenPatty,1,23,2022-01-01 14:44:01
0,bun,3,24,2022-01-01 15:20:48
1,burgerPatty,4,24,2022-01-01 15:20:48
2,americanCheese,4,24,2022-01-01 15:20:48
3,bacon,4,24,2022-01-01 15:20:48
4,drinkCup,4,24,2022-01-01 15:20:48
5,potato,12,24,2022-01-01 15:20:48
6,shakeCup,1,24,2022-01-01 15:20:48
7,shakeLid,1,24,2022-01-01 15:20:48
8,rootBeer,1,24,2022-01-01 15:20:48
9,vanillaIceCream,1,24,2022-01-01 15:20:48
10,iceCreamCup,1,24,2022-01-01 15:20:48
11,chocolateIceCream,2,24,2022-01-01 15:20:48
12,subroll,1,24,2022-01-01 15:20:48
13,choppedChicken,1,24,2022-01-01 15:20:48
14,greenPepper,1,24,2022-01-01 15:20:48
15,redPepper,1,24,2022-01-01 15:20:48
16,choppedOnion,2,24,2022-01-01 15:20:48
17,provoloneCheese,1,24,2022-01-01 15:20:48
18,breadSlice,2,24,2022-01-01 15:20:48
19,beanburgerPatty,2,24,2022-01-01 15:20:48
0,bun,3,25,2022-01-01 15:27:29
1,beanBurgerPatty,1,25,2022-01-01 15:27:29
2,beanburgerPatty,2,25,2022-01-01 15:27:29
3,bacon,4,25,2022-01-01 15:27:29
4,drinkCup,2,25,2022-01-01 15:27:29
5,potato,6,25,2022-01-01 15:27:29
6,burgerPatty,1,25,2022-01-01 15:27:29
7,americanCheese,1,25,2022-01-01 15:27:29
0,subroll,1,26,2022-01-01 15:31:10
1,choppedChicken,1,26,2022-01-01 15:31:10
2,greenPepper,1,26,2022-01-01 15:31:10
3,redPepper,1,26,2022-01-01 15:31:10
4,choppedOnion,1,26,2022-01-01 15:31:10
5,provoloneCheese,1,26,2022-01-01 15:31:10
6,chickenFinger,3,26,2022-01-01 15:31:10
7,drinkCup,1,26,2022-01-01 15:31:10
8,potato,3,26,2022-01-01 15:31:10
0,bun,2,27,2022-01-01 15:45:27
1,burgerPatty,2,27,2022-01-01 15:45:27
2,americanCheese,2,27,2022-01-01 15:45:27
3,chickenFinger,3,27,2022-01-01 15:45:27
4,drinkCup,3,27,2022-01-01 15:45:27
5,potato,6,27,2022-01-01 15:45:27
6,chickenPatty,1,27,2022-01-01 15:45:27
7,breadSlice,2,27,2022-01-01 15:45:27
8,choppedOnion,1,27,2022-01-01 15:45:27
0,shakeCup,2,28,2022-01-01 15:47:07
1,shakeLid,2,28,2022-01-01 15:47:07
2,vanillaIceCream,2,28,2022-01-01 15:47:07
3,milk,2,28,2022-01-01 15:47:07
4,bun,4,28,2022-01-01 15:47:07
5,burgerPatty,4,28,2022-01-01 15:47:07
6,drinkCup,3,28,2022-01-01 15:47:07
7,potato,9,28,2022-01-01 15:47:07
8,chocolateIceCream,2,28,2022-01-01 15:47:07
9,bacon,4,28,2022-01-01 15:47:07
10,beanBurgerPatty,1,28,2022-01-01 15:47:07
11,beanburgerPatty,1,28,2022-01-01 15:47:07
0,bun,9,29,2022-01-01 15:51:58
1,burgerPatty,8,29,2022-01-01 15:51:58
2,americanCheese,5,29,2022-01-01 15:51:58
3,bacon,6,29,2022-01-01 15:51:58
4,spicyChickenPatty,1,29,2022-01-01 15:51:58
5,drinkCup,3,29,2022-01-01 15:51:58
6,potato,9,29,2022-01-01 15:51:58
7,beanburgerPatty,2,29,2022-01-01 15:51:58
8,beanBurgerPatty,2,29,2022-01-01 15:51:58
9,shakeCup,1,29,2022-01-01 15:51:58
10,shakeLid,1,29,2022-01-01 15:51:58
11,chocolateIceCream,2,29,2022-01-01 15:51:58
12,milk,1,29,2022-01-01 15:51:58
0,bottledWater,1,30,2022-01-01 15:59:03
1,bun,7,30,2022-01-01 15:59:03
2,burgerPatty,8,30,2022-01-01 15:59:03
3,bacon,8,30,2022-01-01 15:59:03
4,breadSlice,2,30,2022-01-01 15:59:03
5,americanCheese,5,30,2022-01-01 15:59:03
6,choppedOnion,1,30,2022-01-01 15:59:03
7,drinkCup,4,30,2022-01-01 15:59:03
8,potato,12,30,2022-01-01 15:59:03
9,beanburgerPatty,5,30,2022-01-01 15:59:03
10,iceCreamCup,1,30,2022-01-01 15:59:03
11,vanillaIceCream,2,30,2022-01-01 15:59:03
0,drinkCup,1,31,2022-01-01 16:01:25
0,bun,4,32,2022-01-01 16:13:19
1,burgerPatty,1,32,2022-01-01 16:13:19
2,bacon,4,32,2022-01-01 16:13:19
3,drinkCup,3,32,2022-01-01 16:13:19
4,potato,9,32,2022-01-01 16:13:19
5,beanBurgerPatty,1,32,2022-01-01 16:13:19
6,chickenPatty,1,32,2022-01-01 16:13:19
7,americanCheese,1,32,2022-01-01 16:13:19
8,avocado,1,32,2022-01-01 16:13:19
9,beanburgerPatty,1,32,2022-01-01 16:13:19
0,subroll,1,33,2022-01-01 16:18:05
1,choppedChicken,1,33,2022-01-01 16:18:05
2,greenPepper,1,33,2022-01-01 16:18:05
3,redPepper,1,33,2022-01-01 16:18:05
4,choppedOnion,1,33,2022-01-01 16:18:05
5,provoloneCheese,1,33,2022-01-01 16:18:05
6,drinkCup,3,33,2022-01-01 16:18:05
7,potato,9,33,2022-01-01 16:18:05
8,bun,4,33,2022-01-01 16:18:05
9,burgerPatty,4,33,2022-01-01 16:18:05
10,americanCheese,1,33,2022-01-01 16:18:05
11,bacon,4,33,2022-01-01 16:18:05
12,salad,1,33,2022-01-01 16:18:05
13,bottledWater,1,33,2022-01-01 16:18:05
14,chickenFinger,3,33,2022-01-01 16:18:05
15,chocolateChipCookie,2,33,2022-01-01 16:18:05
16,vanillaIceCream,1,33,2022-01-01 16:18:05
17,spicyChickenPatty,1,33,2022-01-01 16:18:05
0,bun,4,34,2022-01-01 16:19:02
1,beanburgerPatty,2,34,2022-01-01 16:19:02
2,americanCheese,2,34,2022-01-01 16:19:02
3,bacon,4,34,2022-01-01 16:19:02
4,iceCreamCup,1,34,2022-01-01 16:19:02
5,oreoIceCream,2,34,2022-01-01 16:19:02
6,chickenPatty,1,34,2022-01-01 16:19:02
7,drinkCup,2,34,2022-01-01 16:19:02
8,potato,6,34,2022-01-01 16:19:02
9,burgerPatty,3,34,2022-01-01 16:19:02
0,bun,4,35,2022-01-01 16:28:07
1,burgerPatty,2,35,2022-01-01 16:28:07
2,bacon,2,35,2022-01-01 16:28:07
3,drinkCup,2,35,2022-01-01 16:28:07
4,potato,6,35,2022-01-01 16:28:07
5,beanBurgerPatty,2,35,2022-01-01 16:28:07
6,americanCheese,4,35,2022-01-01 16:28:07
7,beanburgerPatty,1,35,2022-01-01 16:28:07
0,bun,12,36,2022-01-01 16:34:12
1,spicyChickenPatty,2,36,2022-01-01 16:34:12
2,drinkCup,10,36,2022-01-01 16:34:12
3,potato,30,36,2022-01-01 16:34:12
4,beanburgerPatty,3,36,2022-01-01 16:34:12
5,americanCheese,7,36,2022-01-01 16:34:12
6,bacon,14,36,2022-01-01 16:34:12
7,burgerPatty,10,36,2022-01-01 16:34:12
8,chickenPatty,1,36,2022-01-01 16:34:12
9,avocado,1,36,2022-01-01 16:34:12
10,chocolateChipCookie,4,36,2022-01-01 16:34:12
11,vanillaIceCream,4,36,2022-01-01 16:34:12
12,shakeCup,1,36,2022-01-01 16:34:12
13,shakeLid,1,36,2022-01-01 16:34:12
14,milk,1,36,2022-01-01 16:34:12
0,potato,12,37,2022-01-01 16:36:38
1,bun,4,37,2022-01-01 16:36:38
2,burgerPatty,1,37,2022-01-01 16:36:38
3,iceCreamCup,1,37,2022-01-01 16:36:38
4,chocolateIceCream,2,37,2022-01-01 16:36:38
5,chickenFinger,3,37,2022-01-01 16:36:38
6,drinkCup,3,37,2022-01-01 16:36:38
7,chickenPatty,1,37,2022-01-01 16:36:38
8,americanCheese,4,37,2022-01-01 16:36:38
9,avocado,1,37,2022-01-01 16:36:38
10,bacon,4,37,2022-01-01 16:36:38
11,beanburgerPatty,3,37,2022-01-01 16:36:38
0,bun,12,38,2022-01-01 16:38:08
1,burgerPatty,12,38,2022-01-01 16:38:08
2,beanburgerPatty,5,38,2022-01-01 16:38:08
3,americanCheese,9,38,2022-01-01 16:38:08
4,drinkCup,10,38,2022-01-01 16:38:08
5,potato,30,38,2022-01-01 16:38:08
6,breadSlice,4,38,2022-01-01 16:38:08
7,choppedOnion,2,38,2022-01-01 16:38:08
8,bacon,12,38,2022-01-01 16:38:08
9,spicyChickenPatty,2,38,2022-01-01 16:38:08
10,shakeCup,1,38,2022-01-01 16:38:08
11,shakeLid,1,38,2022-01-01 16:38:08
12,chocolateIceCream,2,38,2022-01-01 16:38:08
13,milk,1,38,2022-01-01 16:38:08
0,bun,8,39,2022-01-01 16:38:25
1,beanburgerPatty,4,39,2022-01-01 16:38:25
2,americanCheese,4,39,2022-01-01 16:38:25
3,bacon,10,39,2022-01-01 16:38:25
4,drinkCup,7,39,2022-01-01 16:38:25
5,potato,18,39,2022-01-01 16:38:25
6,chickenFinger,3,39,2022-01-01 16:38:25
7,bottledWater,1,39,2022-01-01 16:38:25
8,burgerPatty,3,39,2022-01-01 16:38:25
9,beanBurgerPatty,3,39,2022-01-01 16:38:25
10,subroll,1,39,2022-01-01 16:38:25
11,choppedChicken,1,39,2022-01-01 16:38:25
12,greenPepper,1,39,2022-01-01 16:38:25
13,redPepper,1,39,2022-01-01 16:38:25
14,choppedOnion,1,39,2022-01-01 16:38:25
15,provoloneCheese,1,39,2022-01-01 16:38:25
0,bun,10,40,2022-01-01 16:56:17
1,beanburgerPatty,4,40,2022-01-01 16:56:17
